"Filename","Total_Copies","Content_Status","Unique_Versions","File_Size_KB","Paths"
"T003_ELCStability_Run1.csv","9","DIFFERENT VERSIONS","2","0.3","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_Full_Package\T003_ELCStability_Run1.csv; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_FULL_Workspace\Tests\Data\Imported\T003_ELCStability_Run1.csv; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\03_Data\intake_raw\T003_ELCStability_Run1.csv; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_ELCStability\T003_ELCStability_Run1.csv; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\tests\raw\2026-01-22_Run1_ELCStability\T003_ELCStability_Run1.csv; MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_ELCStability\T003_ELCStability_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_ELCStability\T003_ELCStability_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\tests\raw\2026-01-22_Run1_ELCStability\T003_ELCStability_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_ELCStability\T003_ELCStability_Run1.csv"
"T004_Power_Run1.csv","9","DIFFERENT VERSIONS","2","0.26","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_Full_Package\T004_Power_Run1.csv; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_FULL_Workspace\Tests\Data\Imported\T004_Power_Run1.csv; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\03_Data\intake_raw\T004_Power_Run1.csv; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_Power\T004_Power_Run1.csv; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\tests\raw\2026-01-22_Run1_Power\T004_Power_Run1.csv; MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_Power\T004_Power_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_Power\T004_Power_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\tests\raw\2026-01-22_Run1_Power\T004_Power_Run1.csv; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\tests\raw\2026-01-22_Run1_Power\T004_Power_Run1.csv"
"TANK_Inlet_Comparison_RUN2.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\05_Tank_Hydraulics_Unit\TANK_Inlet_Comparison_RUN2.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\05_Tank_Hydraulics_Unit\TANK_Inlet_Comparison_RUN2.docx"
"Tank_Ripple_Datasheet.xlsx","2","IDENTICAL","1","8.27","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\11_Bench_Test_Pack\Tank_Ripple_Test\Tank_Ripple_Datasheet.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\11_Bench_Test_Pack\Tank_Ripple_Test\Tank_Ripple_Datasheet.xlsx"
"TANK_Ripple_Model.xlsx","4","DIFFERENT VERSIONS","2","8.27","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\04_Hydram_Research_Unit\TANK_Ripple_Model.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\05_Tank_Hydraulics_Unit\TANK_Ripple_Model.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\04_Hydram_Research_Unit\TANK_Ripple_Model.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\05_Tank_Hydraulics_Unit\TANK_Ripple_Model.xlsx"
"Tank_Ripple_Procedure.docx","8","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\11_Bench_Test_Pack\Tank_Ripple_Test\Tank_Ripple_Procedure.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\11_Bench_Test_Pack\Tank_Ripple_Test\Tank_Ripple_Procedure.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\Tank_Ripple_Procedure.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\docs\Tank_Ripple_Procedure.docx; MicroHydroV1 — SoT\MicroHydroV1\docs\Tank_Ripple_Procedure.docx; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\docs\Tank_Ripple_Procedure.docx; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\Tank_Ripple_Procedure.docx; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\docs\Tank_Ripple_Procedure.docx"
"Tank_Ripple_Sensor_Mounting.svg.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\11_Bench_Test_Pack\Tank_Ripple_Test\Tank_Ripple_Sensor_Mounting.svg.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\11_Bench_Test_Pack\Tank_Ripple_Test\Tank_Ripple_Sensor_Mounting.svg.docx"
"Tesla_Summaries.docx","2","IDENTICAL","1","12.92","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\12_Patents\Tesla_Summaries.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\12_Patents\Tesla_Summaries.docx"
"Test_Campaign_Plan.docx","8","IDENTICAL","1","36.47","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\Test_Campaign_Plan.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\Test_Campaign_Plan.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\Test_Campaign_Plan.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\docs\Test_Campaign_Plan.docx; MicroHydroV1 — SoT\MicroHydroV1\docs\Test_Campaign_Plan.docx; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\docs\Test_Campaign_Plan.docx; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\Test_Campaign_Plan.docx; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\docs\Test_Campaign_Plan.docx"
"validate_repo.py","7","DIFFERENT VERSIONS","3","0.6","MICRO HYDRO NEW\MicroHydroV1\tools\validate\validate_repo.py; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\tools\validate\validate_repo.py; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\tools\validate\validate_repo.py; MicroHydroV1 — SoT\MicroHydroV1\tools\validate\validate_repo.py; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\tools\validate\validate_repo.py; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\tools\validate\validate_repo.py; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\tools\validate\validate_repo.py"
"VanePack_Sketch_10deg.dxf","2","DIFFERENT VERSIONS","2","0.41","MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel\DXF\VanePack_Sketch_10deg.dxf; MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel_v2\DXF_R12\VanePack_Sketch_10deg.dxf"
"VanePack_Sketch_20deg.dxf","2","DIFFERENT VERSIONS","2","0.42","MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel\DXF\VanePack_Sketch_20deg.dxf; MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel_v2\DXF_R12\VanePack_Sketch_20deg.dxf"
"VanePack_Sketch_30deg.dxf","2","DIFFERENT VERSIONS","2","0.42","MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel\DXF\VanePack_Sketch_30deg.dxf; MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel_v2\DXF_R12\VanePack_Sketch_30deg.dxf"
"Winter_Summaries.docx","2","IDENTICAL","1","12.93","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\12_Patents\Winter_Summaries.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\12_Patents\Winter_Summaries.docx"
